day_of_year,hour,temperature_c,humidity,pressure_hpa,wind_speed_mps,dew_point_c,cloud_base_km,aerosol_index,precipitation_mm,cloud_type,next_day_temperature_c
264.0,0.0,4.855501261731486,77.31572684275083,1023.115503605781,1.5519228490303432,0.5290744710293365,0.9564576369466962,0.8832742820972523,3.2500941495719338,stratus,3.346984143188173
314.0,6.0,8.312373793306588,69.47430615063723,1012.1238551568074,4.583650136773557,3.3645762680014,1.0757683336479602,1.0501542298978987,0.3037820738553587,cumulus,6.3160848891960235
103.0,6.0,27.01582898384984,61.21307276991032,1012.117465005533,4.565865310247385,19.555176115010912,2.3502003779717313,0.7476948944829245,1.1908917063001483,cumulus,27.293217959455834
231.0,15.0,4.562638889828725,79.8773212000604,1005.8350021645863,4.540984312841836,0.9709153209836234,1.8713131438546022,0.683419885941501,2.7010888274235683,cirrus,4.011822671675888
348.0,22.0,9.788636498882548,77.02961825245002,1015.7391564159602,6.24359190427565,4.571120541466915,1.7591102742116413,1.2667247047199628,2.8717994330510748,stratus,11.312746954978866
323.0,3.0,8.816102994403977,74.28776094051227,1013.6700938940501,2.210553544355085,2.7728129001500967,1.6405310202020136,1.0326019229808407,0.019720915127454663,stratus,8.69566124477021
140.0,11.0,18.49044395720847,57.075829897453254,996.7179930524843,1.9134726852414334,9.90029257247575,2.0075685227994153,0.8155523031155725,0,cumulus,20.155562571858407
231.0,14.0,6.820061692994457,88.15628679796858,1015.6942009739537,6.414261917725729,4.483356517266822,1.0610741221464675,0.9651298429785156,3.339528495646944,stratus,8.86850699780869
329.0,22.0,8.149120483310394,75.33939894579372,1016.7470628532634,3.0162233370341585,3.380726214411767,1.7085741756445063,0.9702942720247001,2.1543997485005266,stratus,7.438460899131497
20.0,14.0,15.345833367073157,71.69636904456794,1017.2867371314272,2.348410573725163,11.015893132989687,1.1454237400316352,1.0156298939004524,0,stratus,15.2295166668641
241.0,4.0,13.879115965404832,65.98977683556726,1005.3466164719193,4.0523699244762375,6.97394911205485,1.108901538184092,0.8574818222224395,1.1729050180670078,cumulus,12.059641724846692
288.0,20.0,2.9438972413948568,84.10497720890986,1017.7852742989684,6.701969042595392,-0.4894345884233726,1.5562274520080714,0.9173722480901869,4.053910006031946,stratus,2.6040370965723456
140.0,18.0,15.828552788393532,64.37597747081159,1010.5791473667007,3.530318385024386,8.743017431526857,2.8913095829537347,1.0489749774226473,0,cumulus,15.349031158697972
48.0,22.0,22.432001564477343,74.33064714471769,1008.6785872950119,9.563911613321004,17.64289922525705,1.3714506106558282,1.1877408256348152,2.0373605341453906,cumulus,24.774430741783213
244.0,16.0,2.337842484636937,81.15324662413313,1004.8265581530608,1.6848035820128937,-2.353752115933462,1.663442420835951,1.0649117795691148,3.0709877055988746,stratus,3.21044832063704
182.0,7.0,18.331228360484655,59.42791334771979,1008.7549829674836,4.702669062051547,9.911904278355587,2.282148217650138,1.1047152421792608,0,cumulus,18.73875818631113
272.0,19.0,1.7945833164622962,81.44607677433874,1009.9779655902569,4.896750729470734,-2.5449301272159417,0.5151962710363669,0.8615441422212593,3.917953587852673,stratus,2.66717658163324
93.0,10.0,23.976072759808417,46.76289909271137,1016.2142373831225,2.1754777153549822,14.307859700082632,2.537984580985241,0.8084086983860869,0,cumulus,25.198572338278797
216.0,17.0,5.9158519332069375,69.15378757775392,1004.826701054006,0.5549036238349976,0.2698569194694326,1.0754864376333308,0.6833183503080283,1.4730577528783468,cumulus,5.341479041259355
176.0,16.0,16.05759699061878,63.913766676522215,1010.5269049304061,0.657012909470862,8.189679179762766,1.152292037321005,0.7423191419897397,0,cumulus,16.202754569493287
89.0,5.0,32.965662977476136,47.71653170201802,1015.3754942197144,8.561751505955797,22.629852016549467,1.8783354579115072,0.9022995417549259,0,cirrus,34.24965696968392
103.0,5.0,27.236899102252522,58.11512148747322,1006.8046987147784,5.757347908917926,19.846400456063783,1.9943848097148802,0.7948652435250029,2.0949218622091594,cumulus,28.79815671996467
323.0,12.0,7.322410380417709,69.70177883716224,1014.6004249167328,8.503818040992318,0.9849856078956529,2.2813389937846535,1.1522262774503416,3.843167301817236,cumulus,8.796333674856381
169.0,17.0,12.394552214099269,54.497903385853334,1009.5243105464633,3.2560058306489963,2.6847875481103545,2.8096861321851807,0.9121207524987256,0,cumulus,11.355803616982355
342.0,9.0,12.586294910012032,77.17631641610963,1014.1407402663366,3.6306169898285536,7.708053997719638,0.888801245160501,0.8470020437599224,2.9900899988810945,cirrus,9.066466225151155
122.0,8.0,25.09398262252355,59.203800638444484,1011.8854475104345,0.4249547583159577,16.069871634126113,2.1314495683325134,1.064082174954708,0,cumulus,25.362326052104752
52.0,20.0,16.90624176489602,67.2272210812892,1011.4677381329022,5.026434603480537,10.079304601757986,1.2375669199564916,1.048509692582771,1.2068231672759322,cumulus,18.419262042724426
272.0,9.0,6.413577856558059,73.3944530172883,1019.1835365806324,8.761128250132353,0.7127336689538797,1.1963272509463754,0.8936765993874952,2.9875660210165,cumulus,5.222622236730491
204.0,1.0,9.905860064595005,63.285797534012424,1006.325269765558,2.3876340510524185,3.535582976829616,1.6691893108215905,1.2033456166799996,0.7942317995835925,cumulus,9.745802605264332
240.0,4.0,13.391256665481384,64.49261598120886,1009.6823796050454,6.011020972189392,6.109959236442679,1.903195655808692,1.0052753808893595,0.5247872797950873,cumulus,12.705553890518098
342.0,13.0,8.75895647782291,72.33639350573276,1014.9858657963404,8.907528155754624,2.9170782207690666,2.803122169516447,0.9963630936110707,2.640094485312618,cumulus,7.5259442499776545
159.0,16.0,14.270856333454514,60.32027778233749,1008.5842421291339,5.278453778262019,7.238635337572389,1.2457442807777241,0.7488449616616253,0.8147492291904492,cumulus,15.23289668784077
101.0,21.0,22.64899278554926,58.81201570056992,1012.6125221404818,5.998899301545123,15.037349398947075,1.7349546947050591,0.9116784085680611,1.8522307169797843,cumulus,24.01207811279948
324.0,11.0,7.874473704777509,72.16323069472945,1015.3456939801636,1.7154285874967574,2.902865679622562,1.5698930947911085,0.846282151504927,2.48631562750552,stratus,5.400043258385715
228.0,13.0,6.8787550998852085,64.35435096478696,1011.8059959702713,10.867890673935998,0.0306993676336188,1.555304623012114,1.2022625845652084,2.4990029846979684,cumulus,5.614885222144335
298.0,3.0,7.13894982550753,73.74903388098389,1011.9316436894755,5.31343132138743,1.7159871307476742,0.5777190398252862,1.073205698707933,3.6533459258896466,stratus,6.348969656416613
310.0,2.0,8.173433195566822,62.346288426494404,1017.2381031265942,6.483286200192849,0.10987942812842166,2.3795732838923422,0.8728564448983989,0,cumulus,8.188341801718954
352.0,8.0,13.243253442090488,72.05860266407508,1017.6956082338228,3.7115910364513662,8.148782388868336,1.7169964574047523,0.9307103741300974,1.1030094645715716,stratus,13.83410104598044
203.0,18.0,6.642071837851944,75.94183235452331,1002.7304280921858,5.011602282457283,1.4122449627851417,1.1582092955907086,0.9859637722479028,2.9242105430560845,stratus,3.936658673363265
12.0,7.0,18.669387097897054,60.71363698725726,1009.3948964126662,6.392404011290041,10.169187295164157,2.6788424890177907,1.0112199924070966,0.6224453659319382,cumulus,18.32226045585772
54.0,10.0,27.213134844138764,59.76463754267471,1021.0852577963532,6.359891336113383,19.946401104915694,2.0105138158829243,1.1830479902893125,0,cumulus,27.487987643235922
173.0,10.0,17.64410776069246,54.37494574222791,1002.8510188839986,7.339088587688189,8.296250651308412,1.4778657466179852,1.0515479940846735,0,cumulus,15.871274843611157
46.0,14.0,22.60050920430592,55.16077782241833,1011.288655195137,9.62296138800968,13.491667874706257,1.9750419541290594,0.9468643379400161,0.2403709333498825,cumulus,19.682448714659646
86.0,10.0,27.494711237093583,61.82670239163653,1011.6897592046708,1.070807845693261,21.39217734897663,2.163038376822956,1.086633418982271,0,cumulus,27.460343765387968
235.0,0.0,3.737259479528629,66.30282026417913,1012.7754749480372,2.1020769092567804,-2.936969289310868,1.8076033941334135,1.2057647118867538,0,cumulus,2.7803202051604283
144.0,12.0,22.57043044627554,70.08836761801918,1008.1513476454456,10.125437995455027,17.28829742767729,1.3877669640819497,1.3022047430112673,3.8310640141171763,cumulus,22.176868959336847
48.0,15.0,20.70690133009567,53.72335225217481,1017.824752394031,9.497686826073226,11.767070145867612,2.4270896077758026,0.6498415178110042,0.2184009283886279,cumulus,20.807700024424967
6.0,15.0,14.832121710181738,60.24439219027677,1019.0639715553223,15.384659150179003,7.508540271993812,2.42364480237497,1.115779596085842,1.2204689562363678,cumulus,13.920808605320813
293.0,5.0,12.748746007634422,67.153514070536,1019.8501542264067,1.2917095570063077,5.261999064293173,1.8501464975078978,0.9067481332219971,0,cumulus,12.292096547901162
301.0,17.0,3.1727019373623238,70.32930936046995,1017.2765209700041,5.041590016315384,-3.3657701398073847,2.2259451593545547,1.22757384080716,1.3674347012052572,cumulus,3.3815667379576295
157.0,14.0,16.916470151237675,60.68965429461061,1011.4397546260374,6.6441509029115915,9.203112728579349,1.924161209474355,0.6744520102213505,1.6249609201964224,cumulus,17.896620788790237
365.0,22.0,11.51773953817104,69.16657150084228,1024.2055933836607,11.772598407437421,6.024982249834713,1.2917032125537202,0.6673031700569327,4.070253116507647,cumulus,12.507192928237817
153.0,10.0,21.93361159040653,48.57604473868249,1011.8411954592918,3.526513641673431,11.8503433345858,2.2700845541208348,0.9815085634715309,0,cumulus,22.53638905745964
196.0,2.0,16.710032416706323,70.12293070016938,1012.9603456213732,2.0630158083169414,11.35693301735907,2.013739179122706,1.02758266343916,1.0109980734151125,cirrus,15.993650066958441
223.0,13.0,7.762781763625356,64.26343383336274,1014.2308558482929,1.759731261052058,-0.6140826877232051,2.533848682306133,1.1413485991740309,0,cumulus,7.605337993305282
206.0,19.0,5.620617802064439,51.88732375090274,1010.8534428263894,3.174749363232683,-4.8562774495606025,2.3569317978536715,0.8305469829685153,0,cumulus,6.267389290267612
53.0,19.0,18.73201527571924,55.679416896220246,1013.791071200759,2.461579298632736,9.745830676799649,1.5462363754985797,0.8927915172716588,0.059823012155400535,cumulus,21.67530785572772
362.0,6.0,18.101934061921675,61.44362362467219,1015.2619861443649,1.7381573405351396,9.515496258774448,1.7260076745646455,1.0083120712686857,1.8953793863850357,cumulus,19.163913767358657
64.0,14.0,22.878203466168493,57.19591709209287,1020.3862974334708,5.231600620564733,13.89140895156135,2.0985886461723924,1.2450871491398927,2.058641282354909,cumulus,23.218586580372406
63.0,0.0,22.919445373548843,74.43129708194175,1016.6365035676174,5.089893459806858,18.58779451029434,1.5750412936998095,1.0323959381504968,5.33154572002614,stratus,22.91357926706085
158.0,21.0,18.51532720102916,47.57996097584206,1005.1525128667272,3.8136879312194183,7.462995455219561,2.3634249186560896,0.8512261953557001,0,cumulus,19.327132532674145
125.0,18.0,19.901906791740913,59.484820513898214,1012.611085597875,9.174903699776017,10.861103603409038,1.9756326597393363,0.9315441507822949,0,cumulus,22.373896224305682
290.0,13.0,4.37580686640387,65.335412881439,1023.0110894114989,3.9988473046531783,-2.5958535372554734,2.3001592619103426,0.8601918287811698,0,cumulus,3.5711579328468854
165.0,1.0,18.291703701695113,72.64892005053,1005.6744546296455,3.106208614596061,13.059072051032413,2.20412548108558,0.7970499243466527,1.8041010946001248,cumulus,20.468029494490423
204.0,1.0,11.578575129227952,68.65313576155033,1013.5759168258708,6.47693373281134,4.90553668952392,3.1187528472810264,0.5902501578918238,1.339412653614884,cumulus,9.02731670581013
280.0,13.0,3.030594524761551,73.8987126530978,1012.0662623592899,1.6310044930543774,-2.696432442222619,1.2835822787071334,1.0008047921952012,2.9402869799693394,stratus,1.207996980408018
152.0,7.0,23.82198340926015,55.31618245063091,1011.7031003014312,4.138670915621034,15.455985864832162,2.557745282579681,1.0859300355754566,0,cumulus,25.0718404649161
161.0,9.0,20.99482967533003,63.576230013261195,1010.4932186434638,11.922914125998691,12.685903153396733,2.467899484768962,1.0005215081680774,3.705613877668859,stratus,19.13613665233956
273.0,20.0,1.9171286024169332,96.24818274327424,1019.6680968329661,2.9881743950765203,1.0375996991001601,0.9642077592638416,1.1058591867302687,3.297485167092056,stratus,2.120932388008108
228.0,13.0,8.033964345046032,73.97719508818781,1008.2429779808447,2.18954327107324,3.7138930518026694,1.331506175974588,1.2317746269258527,2.186384381238576,stratus,6.386625985175212
60.0,18.0,14.664399078916201,63.10699196789117,1018.5611795185624,2.403911912314273,7.054624886082524,1.6467348607512968,0.8052031293088562,2.6272182910509936,cumulus,16.17618510892175
24.0,0.0,17.821576120878103,58.62258044155539,1018.5383876634575,1.3339670328914492,10.627964680738248,1.8521290747586991,0.8130572881576059,0,cumulus,19.45607903782706
78.0,1.0,22.886122336890274,45.54625777745963,1014.8792498942609,1.1189260048550755,11.973111928260016,2.953472044536283,0.7821197877097052,0,cumulus,23.550746312361927
325.0,21.0,8.774106156256023,69.22815100715219,1012.5970072099364,4.012699342231484,2.4604591103504365,1.295298544025969,0.9504452127115086,1.1480959099349592,cumulus,6.570098543029012
279.0,7.0,10.375813809741219,60.467761884344796,1014.2597423390399,4.1240756064242055,2.871980496778949,1.589770356772267,1.118885734602134,0,cumulus,8.47340669245821
135.0,0.0,25.82071702793273,62.94106020620816,1006.034824143126,1.815023944965578,18.093832945469476,2.3645045875453916,0.9839167088559946,0,cumulus,25.360460057184664
302.0,15.0,6.16497434178666,80.77705507341737,1017.787729286447,1.918127862208366,2.7258735514743306,1.5157247858191942,0.8184370704095807,3.9713715348551135,stratus,5.7415816871475105
111.0,22.0,22.94663347306052,57.41603937581176,1005.5769904838533,4.1854370658704125,14.496548708976546,2.4497880907243665,0.9461290118747753,0.11960417882634511,cumulus,23.160098659126213
153.0,15.0,16.395651863243966,65.20279437781936,1022.6529163558321,8.52574314053667,9.863398822957024,1.7546372715847727,1.075946452157947,0.9241360600211261,cumulus,16.375161842379136
117.0,11.0,23.496320184274197,75.40158224167452,1014.3421690477154,1.9226441965655827,18.381130899698455,2.2402840435587303,1.0107892361883088,0,cumulus,23.081954612687127
91.0,14.0,25.68504340635044,40.95025900028304,1014.913029161291,0.966394900647484,14.445031493489086,2.6675829724293605,1.0937768013929132,0,cumulus,25.148803497374757
305.0,14.0,4.535086952012643,65.38579312947115,1010.9574955610707,2.0804063059129483,-2.336006486564928,1.2696531216945381,0.9240595940545399,1.51878897774277,cumulus,4.13482296680806
318.0,0.0,4.8230944194921275,72.59969725421735,1012.2878530412428,6.366589282973959,-0.7161061007198913,1.6445415273376,1.0344910511471694,2.1818263476969717,stratus,2.320598023756242
124.0,23.0,22.900025471190904,54.47703109866528,1018.9700083227649,4.137760602801295,13.780933591632799,1.9410780463240307,0.980938037779001,0.5407109133288136,cumulus,22.27557898366685
312.0,7.0,9.796573902418078,70.05790256374529,1014.9770188020356,2.2774533636255434,3.78080793108069,0.8405971004399249,1.0201237346274248,0,stratus,9.141903891068722
232.0,21.0,1.9906631694106882,88.21315960694051,1013.216928465608,4.132798974112566,-1.006738920549466,0.5333455066869321,1.0752314973749717,5.4851303020059445,stratus,1.7463148681945668
72.0,1.0,27.21833494904174,43.18450916562497,1015.0254964912338,8.485098459528672,15.865008682616088,2.571374681913384,0.7927020875539896,0,cumulus,26.7146634818945
63.0,11.0,25.122007605667108,67.15708774555935,1019.906479369996,3.653551834876136,18.892721671808697,1.3143977868202623,1.0626034264199475,0.1955526124208785,cumulus,25.7042677542228
207.0,6.0,13.832462222042722,66.79996141650395,1007.9335816352733,1.3853918672175767,6.809726129737105,1.5520623348130103,1.0113351135826076,0,cumulus,12.70760343847994
359.0,0.0,14.714846154804908,62.927834787102995,1026.4174658898953,2.7378901203869543,6.5887149409174715,2.2665157680145063,0.8456280820376839,0,cumulus,12.408989810593358
19.0,11.0,18.472237900003048,68.79742756600656,1016.5820176837242,3.589060935084836,13.285890483566934,1.5377548186227923,0.9596323623008239,1.1383256274818077,cumulus,17.87094790814424
25.0,19.0,12.917976691916527,63.94177037613039,1019.9304664986561,4.262936512870551,5.79420118479274,2.306760674414092,0.9241772670020704,1.23253585494419,cumulus,11.539144330360797
254.0,11.0,6.241236916487347,73.16141273297454,1009.8313678611494,2.6371772799438213,0.580922937645707,0.3992135990018928,0.9622294002899754,2.1294265277649593,stratus,5.464082515746298
333.0,17.0,8.849456541242539,77.63452278324795,1022.8378130426961,3.684256702860219,3.7644888713076234,1.5222526214433698,1.1143931961536648,1.7933648010572723,stratus,9.85119918338686
151.0,11.0,19.715711323800164,64.65764544062388,1007.4027592477217,6.319632379877908,12.033896681398936,1.6327488221228843,0.6368094523555425,1.0760334689993998,cumulus,17.719079058962272
53.0,22.0,19.617561018804768,75.30016715576612,1011.045394229583,0.866035030708553,14.607424110867196,0.912680019780861,1.1080344834372042,1.227343994710165,stratus,20.9695927296374
356.0,12.0,13.409662223441781,77.78399992906685,1014.8542947799978,2.09500464521001,9.63817331467097,1.3345787656265937,1.2176115079636995,4.808130599985204,stratus,15.271050361047855
65.0,19.0,20.0453665752814,54.138821940709704,1017.6069291920602,5.969864674660474,11.213472946773877,1.3869250557270498,0.5702666069290683,0,cumulus,20.932870940243937
69.0,8.0,27.02228945618602,46.4721410676989,1013.1428314805914,18.49199208255861,15.87321392699556,3.383417776159562,0.9296020942201807,0.9201152233451004,cumulus,27.784117329073425
276.0,3.0,4.613538236339447,84.1368264444565,1018.1038337362377,2.0035829093891095,0.4166515278495837,0.30349130676032743,1.181069587453908,3.0629442376946785,stratus,3.118063065625699
209.0,4.0,15.833922264879094,63.30188407177735,1007.7803602197303,2.0322106856055595,7.786443409631209,2.3572780655924124,0.905391182413528,0,cumulus,15.578614770993044
10.0,8.0,19.25939340259309,59.37360110467539,1016.6667237624,2.4155907793347446,10.79396048505991,1.835189889252569,1.0166779816873168,0.07410957984191086,cumulus,19.503505213922892
159.0,21.0,17.114231910733167,65.49951021212952,995.7800926984531,2.2314417742001957,10.42756947306056,1.2224576762806376,0.9792174937822169,1.073569531123602,cumulus,16.250209201152725
282.0,19.0,-0.15155121618864653,69.32011714306454,1013.1047469622023,12.221594390538236,-4.889480552604878,0.4601431231992339,1.08437555621475,3.242607335107876,stratus,-1.6959928322753268
276.0,3.0,7.184839101112675,66.36890406253087,1019.2310493406383,1.1082885946296073,0.573393715090538,1.859469840080511,0.9331013057937294,0,cumulus,7.947707745961813
126.0,23.0,20.684603132947487,60.09970487070092,1005.3758327070503,9.633064211743129,12.530542867339834,2.5588137996619933,0.8666812150796597,1.7394550933906405,cumulus,20.141464510675775
320.0,0.0,8.995233327305467,70.66681282720471,1014.7078820650661,4.660246019053667,3.990568350760735,2.102224321613731,0.9824020526220908,0.766783940993319,cumulus,8.790198571979312
335.0,10.0,10.89100002349359,65.19853772625002,1018.9192456520442,0.9407194452173018,4.29896653351796,1.604407632043745,1.0581815500334857,0,cumulus,11.103319741607832
94.0,13.0,25.754755706914462,56.434011944056834,1015.4528711956306,2.0283477545461905,17.12781167602988,1.5681987513067654,0.8087996229486201,0,cumulus,27.52537769763638
256.0,13.0,5.143013123552379,57.44376761301315,1013.0795899982566,3.634730571661,-3.579293730294646,2.781967999544784,0.7428183991596645,0,cumulus,4.495268299285822
340.0,12.0,11.342858862993767,66.86067601819146,1015.8082988464082,4.046316935339226,4.346494296067747,0.6269035307322328,1.1534668706077553,1.8692486481449646,cumulus,10.696348334184918
233.0,13.0,5.375010883583188,66.47028905811283,1008.6080778158904,5.704281528310409,-1.0433080569421342,1.5563082059547022,0.9656115984439834,0.5215436861027518,cumulus,3.976117019343949
305.0,1.0,8.38705722393413,69.03828839561,1004.226875794301,7.939458332340725,2.5635531047999454,1.4392989809947239,0.5326906281698397,0.3142531298238518,cumulus,9.088886978013948
252.0,3.0,8.864572044553245,85.76704832138988,1006.5947921636784,10.581163392941415,4.878328841937355,0.2,1.0417118811679098,7.771413934024379,cumulonimbus,8.591966444914613
129.0,16.0,20.193905843372008,52.08538682970239,1003.1693588722545,2.1860685543332865,10.339064963947363,2.2499301674396563,0.8433283182584026,0,cumulus,20.04918764110902
124.0,2.0,26.545043099242747,39.6550351680489,1011.9863279768355,15.154387919706464,13.725030274304189,3.240194331333474,0.9370568237451751,0,cumulus,27.265977059027296
113.0,9.0,27.97924985730986,56.72616212067795,1006.2191718864889,5.9150131952594025,20.076111087260156,3.316868810264575,1.1096123458046394,0.14873454537242864,cumulus,30.062226445695625
101.0,17.0,20.0584300488427,53.04685768289571,1016.791396140507,3.056986486784471,10.720495444527677,2.146387204854529,1.0953490126364722,0,cumulus,20.04416753968057
356.0,18.0,8.531408634149088,71.70158790288218,1026.0386792532888,5.823269379043969,3.822704310799275,1.8803050927273781,1.45756025794184,1.479199563915107,stratus,6.662046802519378
159.0,13.0,18.114013304077474,65.12817932072589,1009.0186768956603,5.858391987170949,11.718117803227772,1.8504924329795904,1.0192214991225736,2.399516654359775,cumulus,18.934523503782934
253.0,18.0,2.313593598769039,79.17958456825045,1019.3001990209724,1.252996780048059,-2.8842764587138885,1.5264551248920712,1.2087936137896815,2.84560887935103,stratus,2.5804090181821633
328.0,2.0,9.96523343656164,74.87269026141598,1012.959425729725,2.7061655977973995,4.4954277899768345,2.178495491940115,1.0323668063575795,3.137873694575722,cumulus,9.469250929824495
129.0,12.0,21.516591936704817,62.63252739276542,1014.3166745829981,5.581329230611793,12.986714305136514,2.969803062712055,1.1348233262348162,1.5459585065553507,cumulus,22.4704030258704
303.0,21.0,1.638959777709885,54.09253093797753,1019.6727804198194,6.649054121899069,-8.659368814910266,2.7341033467985763,0.940873726193739,0,cumulus,1.029672483120745
32.0,7.0,29.675093309882698,48.09875899417753,1012.3194896485684,6.373988295335521,19.98482733478546,2.5235984366599378,0.866386432046711,0,cumulus,30.28675504201339
112.0,16.0,22.13616884267052,58.224738314408896,1010.7317239970048,3.6713816268334263,14.02420228020659,2.2838367878402344,0.9688877545787611,0,cumulus,21.504102548649485
130.0,21.0,21.12269051481429,47.47535373354598,1011.235221590674,4.305567493944874,10.318837119431988,3.325451460869936,0.585338147423344,0,cumulus,21.478174255820935
275.0,17.0,0.2839911803279319,77.42868904806578,1014.9343636138285,4.6715183584514515,-4.723251809364155,1.16148551619203,0.9974510820732098,4.1614283115475965,stratus,0.037914050680820544
126.0,7.0,25.42925927656482,50.77225641886103,1016.5064878467954,1.995878048490412,15.532417879910598,3.0732592989996688,1.1262759340400346,0,cumulus,24.748287976049056
289.0,16.0,3.0312257340536144,85.61746651325716,1021.4503309265685,1.6010031728212553,-0.061158593183554016,1.1366217757940766,1.341222922056783,5.073702097010534,stratus,3.1936516970838653
151.0,16.0,15.348620682830694,59.15820087416313,1000.9040062296206,5.039602213054592,7.234799567530179,2.102338287634052,0.7814965993405086,0,cumulus,16.40246408064263
337.0,13.0,8.338347907123003,79.15278843171183,1013.6960718441751,4.60918371941703,3.1376193249478534,1.1077988294392056,1.1176322826372986,3.133184039957977,stratus,6.979257812469024
220.0,15.0,4.20600315593693,82.38595334597785,1009.0034969168782,3.025880715854861,0.9416671737574589,1.3072597671621982,1.1835767661315506,2.349748092689749,stratus,5.465863417224632
191.0,1.0,13.761921343389782,74.57374210744177,1009.8744719132394,4.4794358127081715,9.66732577336784,0.2,1.2305723927918555,4.25417504324711,stratus,13.423906873870749
188.0,19.0,8.99896491566717,56.02834971275994,1010.7180084109792,1.038471919496565,1.1899527722380934,2.583738425822052,1.081914367386517,0,cumulus,10.71928121590297
302.0,8.0,11.154698729479927,50.516124104396795,1014.0091691031562,1.3569829770915647,0.7946656468024719,2.883694626551803,0.9671631345186856,0,stratus,11.410327826351605
80.0,9.0,27.256124618376102,51.83794534679777,1015.069133543315,6.017156140993232,17.43630359538152,3.004296524190982,0.7936048364461074,1.8112352501492284,cumulus,28.128475061285105
297.0,17.0,4.866301731523604,74.57852261666125,1010.6897914946417,1.2233818603086986,0.22637023625338953,0.5511519254296648,1.1057168594547435,0.9913492186905133,stratus,5.034998126926276
61.0,14.0,20.42742738292405,71.9100098571508,1018.2759269820132,10.771501406988763,14.938661366673319,1.2637411391179394,0.9776038923416576,4.074106972598795,cumulus,21.35331270482037
287.0,3.0,9.182197816090095,67.6506566756264,1010.8647733104888,0.7545739504679306,3.0917262647174297,1.080135314966486,1.1321798852269502,1.963837636910443,cumulus,7.854496887825803
199.0,16.0,8.88523362001979,66.79152996879463,1009.0842248785451,5.522304673342639,1.8818329155879914,1.6305808726341129,1.0448805677935775,0.4880341713312729,cumulus,9.850219932556044
199.0,14.0,7.107996451808658,65.18501990105241,1005.8689409264822,4.414412723315733,0.762636687049058,1.3050677809660405,1.166758670043885,1.1218794347429764,cumulus,7.688094825316404
295.0,1.0,6.667849191353378,75.40983087452967,1017.5532690506951,7.498161391599425,1.2289541735668328,1.0145710901525307,0.8895496503105607,5.829173850717591,cumulus,5.290737092663118
250.0,3.0,9.005123133079564,83.68452591731298,1014.7518464049529,7.162042993882062,6.04977383727704,0.5644187476922131,1.0219834324838368,6.191402554503464,cumulus,10.170696686800976
155.0,3.0,22.406882969584927,62.99538748157487,1017.4680302106232,7.930616450968366,14.901628952766623,2.069654618291021,1.033221905944657,3.221117137523872,cumulus,25.656699695223548
